iso,country,country-code,year,gdp_per_c,Scenario
DJI,Djibouti,262,2023,0.0095224,SSP1-2.6
DJI,Djibouti,262,2024,0.0111208,SSP1-2.6
DJI,Djibouti,262,2025,0.0127226,SSP1-2.6
DJI,Djibouti,262,2026,0.014324199999999999,SSP1-2.6
DJI,Djibouti,262,2027,0.0159236,SSP1-2.6
DJI,Djibouti,262,2028,0.0175195,SSP1-2.6
DJI,Djibouti,262,2029,0.019111399999999997,SSP1-2.6
DJI,Djibouti,262,2030,0.0206987,SSP1-2.6
DJI,Djibouti,262,2031,0.0222814,SSP1-2.6
DJI,Djibouti,262,2032,0.0238593,SSP1-2.6
DJI,Djibouti,262,2033,0.025432299999999998,SSP1-2.6
DJI,Djibouti,262,2034,0.0270004,SSP1-2.6
DJI,Djibouti,262,2035,0.028563500000000002,SSP1-2.6
DJI,Djibouti,262,2036,0.0301217,SSP1-2.6
DJI,Djibouti,262,2037,0.0316749,SSP1-2.6
DJI,Djibouti,262,2038,0.0332231,SSP1-2.6
DJI,Djibouti,262,2039,0.0347663,SSP1-2.6
DJI,Djibouti,262,2040,0.036304499999999996,SSP1-2.6
DJI,Djibouti,262,2041,0.0378377,SSP1-2.6
DJI,Djibouti,262,2042,0.039365899999999995,SSP1-2.6
DJI,Djibouti,262,2043,0.0408891,SSP1-2.6
DJI,Djibouti,262,2044,0.0424073,SSP1-2.6
DJI,Djibouti,262,2045,0.0439204,SSP1-2.6
DJI,Djibouti,262,2046,0.04542849999999,SSP1-2.6
DJI,Djibouti,262,2047,0.04693159999999,SSP1-2.6
DJI,Djibouti,262,2048,0.0484297,SSP1-2.6
DJI,Djibouti,262,2049,0.0499226,SSP1-2.6
DJI,Djibouti,262,2050,0.05141049999999,SSP1-2.6
DJI,Djibouti,262,2051,0.0528934,SSP1-2.6
DJI,Djibouti,262,2052,0.0543712,SSP1-2.6
DJI,Djibouti,262,2053,0.0558439,SSP1-2.6
DJI,Djibouti,262,2054,0.0573115,SSP1-2.6
DJI,Djibouti,262,2055,0.0587741,SSP1-2.6
DJI,Djibouti,262,2056,0.060231599999999996,SSP1-2.6
DJI,Djibouti,262,2057,0.061684,SSP1-2.6
DJI,Djibouti,262,2058,0.0631314,SSP1-2.6
DJI,Djibouti,262,2059,0.06457359999999,SSP1-2.6
DJI,Djibouti,262,2060,0.06601069999999999,SSP1-2.6
DJI,Djibouti,262,2061,0.06744269999999,SSP1-2.6
DJI,Djibouti,262,2062,0.0688696,SSP1-2.6
DJI,Djibouti,262,2063,0.0702914,SSP1-2.6
DJI,Djibouti,262,2064,0.07170799999999,SSP1-2.6
DJI,Djibouti,262,2065,0.0731196,SSP1-2.6
DJI,Djibouti,262,2066,0.07452589999999999,SSP1-2.6
DJI,Djibouti,262,2067,0.0759272,SSP1-2.6
DJI,Djibouti,262,2068,0.0773233,SSP1-2.6
DJI,Djibouti,262,2069,0.0787143,SSP1-2.6
DJI,Djibouti,262,2070,0.0801001,SSP1-2.6
DJI,Djibouti,262,2071,0.0814807,SSP1-2.6
DJI,Djibouti,262,2072,0.0828562,SSP1-2.6
DJI,Djibouti,262,2073,0.08422649999998999,SSP1-2.6
DJI,Djibouti,262,2074,0.08559169999999999,SSP1-2.6
DJI,Djibouti,262,2075,0.0869516,SSP1-2.6
DJI,Djibouti,262,2076,0.08830639999999,SSP1-2.6
DJI,Djibouti,262,2077,0.0896561,SSP1-2.6
DJI,Djibouti,262,2078,0.0910005,SSP1-2.6
DJI,Djibouti,262,2079,0.0923397,SSP1-2.6
DJI,Djibouti,262,2080,0.0936738,SSP1-2.6
DJI,Djibouti,262,2081,0.09500259999999999,SSP1-2.6
DJI,Djibouti,262,2082,0.0963263,SSP1-2.6
DJI,Djibouti,262,2083,0.0976447,SSP1-2.6
DJI,Djibouti,262,2084,0.0989579,SSP1-2.6
DJI,Djibouti,262,2085,0.10026589999999999,SSP1-2.6
DJI,Djibouti,262,2086,0.10156860000000001,SSP1-2.6
DJI,Djibouti,262,2087,0.10286609999999999,SSP1-2.6
DJI,Djibouti,262,2088,0.10415839999999998,SSP1-2.6
DJI,Djibouti,262,2089,0.10544540000000001,SSP1-2.6
DJI,Djibouti,262,2090,0.1067272,SSP1-2.6
DJI,Djibouti,262,2091,0.1080038,SSP1-2.6
DJI,Djibouti,262,2092,0.10927510000000001,SSP1-2.6
DJI,Djibouti,262,2093,0.11054109999999999,SSP1-2.6
DJI,Djibouti,262,2094,0.11180190000000001,SSP1-2.6
DJI,Djibouti,262,2095,0.1130574,SSP1-2.6
DJI,Djibouti,262,2096,0.11430760000000001,SSP1-2.6
DJI,Djibouti,262,2097,0.1155526,SSP1-2.6
DJI,Djibouti,262,2098,0.1167923,SSP1-2.6
DJI,Djibouti,262,2099,0.1180267,SSP1-2.6
DJI,Djibouti,262,2100,0.11925580000000001,SSP1-2.6
DJI,Djibouti,262,2023,-0.0409715,SSP2-4.5
DJI,Djibouti,262,2024,-0.0481652,SSP2-4.5
DJI,Djibouti,262,2025,-0.0554722,SSP2-4.5
DJI,Djibouti,262,2026,-0.062877,SSP2-4.5
DJI,Djibouti,262,2027,-0.0703713,SSP2-4.5
DJI,Djibouti,262,2028,-0.0779499,SSP2-4.5
DJI,Djibouti,262,2029,-0.0856098,SSP2-4.5
DJI,Djibouti,262,2030,-0.0933492,SSP2-4.5
DJI,Djibouti,262,2031,-0.1011668,SSP2-4.5
DJI,Djibouti,262,2032,-0.1090616,SSP2-4.5
DJI,Djibouti,262,2033,-0.117033,SSP2-4.5
DJI,Djibouti,262,2034,-0.1250805,SSP2-4.5
