iso,country,country-code,year,gdp_per_c,Scenario
GNQ,Equatorial Guinea,226,2023,0.11840449999998999,SSP1-2.6
GNQ,Equatorial Guinea,226,2024,0.1377459,SSP1-2.6
GNQ,Equatorial Guinea,226,2025,0.15695889999999998,SSP1-2.6
GNQ,Equatorial Guinea,226,2026,0.175993,SSP1-2.6
GNQ,Equatorial Guinea,226,2027,0.19481899999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2028,0.2134195,SSP1-2.6
GNQ,Equatorial Guinea,226,2029,0.2317834,SSP1-2.6
GNQ,Equatorial Guinea,226,2030,0.2499032,SSP1-2.6
GNQ,Equatorial Guinea,226,2031,0.2677738,SSP1-2.6
GNQ,Equatorial Guinea,226,2032,0.2853912,SSP1-2.6
GNQ,Equatorial Guinea,226,2033,0.3027518,SSP1-2.6
GNQ,Equatorial Guinea,226,2034,0.3198529,SSP1-2.6
GNQ,Equatorial Guinea,226,2035,0.33669159999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2036,0.3532653,SSP1-2.6
GNQ,Equatorial Guinea,226,2037,0.3695716,SSP1-2.6
GNQ,Equatorial Guinea,226,2038,0.3856081,SSP1-2.6
GNQ,Equatorial Guinea,226,2039,0.4013723,SSP1-2.6
GNQ,Equatorial Guinea,226,2040,0.4168618,SSP1-2.6
GNQ,Equatorial Guinea,226,2041,0.4320745,SSP1-2.6
GNQ,Equatorial Guinea,226,2042,0.4470079,SSP1-2.6
GNQ,Equatorial Guinea,226,2043,0.4616599,SSP1-2.6
GNQ,Equatorial Guinea,226,2044,0.4760282,SSP1-2.6
GNQ,Equatorial Guinea,226,2045,0.4901105,SSP1-2.6
GNQ,Equatorial Guinea,226,2046,0.5039049,SSP1-2.6
GNQ,Equatorial Guinea,226,2047,0.5174091,SSP1-2.6
GNQ,Equatorial Guinea,226,2048,0.5306212,SSP1-2.6
GNQ,Equatorial Guinea,226,2049,0.5435388999999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2050,0.5561603,SSP1-2.6
GNQ,Equatorial Guinea,226,2051,0.5684835,SSP1-2.6
GNQ,Equatorial Guinea,226,2052,0.5805063,SSP1-2.6
GNQ,Equatorial Guinea,226,2053,0.59222699999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2054,0.6036438,SSP1-2.6
GNQ,Equatorial Guinea,226,2055,0.6147547,SSP1-2.6
GNQ,Equatorial Guinea,226,2056,0.6255581999999901,SSP1-2.6
GNQ,Equatorial Guinea,226,2057,0.6360523,SSP1-2.6
GNQ,Equatorial Guinea,226,2058,0.6462353,SSP1-2.6
GNQ,Equatorial Guinea,226,2059,0.6561058,SSP1-2.6
GNQ,Equatorial Guinea,226,2060,0.6656619,SSP1-2.6
GNQ,Equatorial Guinea,226,2061,0.6749022,SSP1-2.6
GNQ,Equatorial Guinea,226,2062,0.6838252,SSP1-2.6
GNQ,Equatorial Guinea,226,2063,0.6924294,SSP1-2.6
GNQ,Equatorial Guinea,226,2064,0.7007134,SSP1-2.6
GNQ,Equatorial Guinea,226,2065,0.7086757,SSP1-2.6
GNQ,Equatorial Guinea,226,2066,0.7163153,SSP1-2.6
GNQ,Equatorial Guinea,226,2067,0.7236304999999901,SSP1-2.6
GNQ,Equatorial Guinea,226,2068,0.7306205999999901,SSP1-2.6
GNQ,Equatorial Guinea,226,2069,0.7372839,SSP1-2.6
GNQ,Equatorial Guinea,226,2070,0.7436197,SSP1-2.6
GNQ,Equatorial Guinea,226,2071,0.7496267,SSP1-2.6
GNQ,Equatorial Guinea,226,2072,0.755304,SSP1-2.6
GNQ,Equatorial Guinea,226,2073,0.7606506,SSP1-2.6
GNQ,Equatorial Guinea,226,2074,0.76566559999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2075,0.7703482,SSP1-2.6
GNQ,Equatorial Guinea,226,2076,0.7746974999999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2077,0.7787129,SSP1-2.6
GNQ,Equatorial Guinea,226,2078,0.7823937,SSP1-2.6
GNQ,Equatorial Guinea,226,2079,0.7857392,SSP1-2.6
GNQ,Equatorial Guinea,226,2080,0.7887487000000001,SSP1-2.6
GNQ,Equatorial Guinea,226,2081,0.7914221000000001,SSP1-2.6
GNQ,Equatorial Guinea,226,2082,0.7937586,SSP1-2.6
GNQ,Equatorial Guinea,226,2083,0.7957578999999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2084,0.7974195999999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2085,0.7987434999999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2086,0.79972929999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2087,0.800377,SSP1-2.6
GNQ,Equatorial Guinea,226,2088,0.8006864,SSP1-2.6
GNQ,Equatorial Guinea,226,2089,0.8006572,SSP1-2.6
GNQ,Equatorial Guinea,226,2090,0.8002897,SSP1-2.6
GNQ,Equatorial Guinea,226,2091,0.7995838999999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2092,0.79854,SSP1-2.6
GNQ,Equatorial Guinea,226,2093,0.7971579,SSP1-2.6
GNQ,Equatorial Guinea,226,2094,0.7954382,SSP1-2.6
GNQ,Equatorial Guinea,226,2095,0.7933809000000001,SSP1-2.6
GNQ,Equatorial Guinea,226,2096,0.7909865,SSP1-2.6
GNQ,Equatorial Guinea,226,2097,0.7882553000000001,SSP1-2.6
GNQ,Equatorial Guinea,226,2098,0.7851879,SSP1-2.6
GNQ,Equatorial Guinea,226,2099,0.7817846999999999,SSP1-2.6
GNQ,Equatorial Guinea,226,2100,0.7780464,SSP1-2.6
GNQ,Equatorial Guinea,226,2023,0.06164759999999,SSP2-4.5
GNQ,Equatorial Guinea,226,2024,0.07191,SSP2-4.5
GNQ,Equatorial Guinea,226,2025,0.0821678,SSP2-4.5
GNQ,Equatorial Guinea,226,2026,0.0923964,SSP2-4.5
GNQ,Equatorial Guinea,226,2027,0.10258199999999999,SSP2-4.5
GNQ,Equatorial Guinea,226,2028,0.1127166,SSP2-4.5
GNQ,Equatorial Guinea,226,2029,0.1227956,SSP2-4.5
GNQ,Equatorial Guinea,226,2030,0.1328162,SSP2-4.5
